Hash,Date,Author,Message,IsMerge
b4e23744d3763216217cd854a7cc0fddb8d1a3e8,2020-10-19 01:40:03,asabeneh,minor changes,False
29798cb87dd2fab81364b4b234e7c02a913fb1ab,2020-10-18 06:38:06,asabeneh,day 18 has been added,False
6821f7c680674b65c73922d89c7a9c5f7d1a1d42,2020-10-18 06:31:10,asabeneh,day 18 has been added,False
ce21ceead6a4e7047c6a672713e97f81d07748ee,2020-10-18 01:50:19,asabeneh,minor changes,False
858b2f799b2517c25e68d3f84fa1cecd2fe66407,2020-10-17 09:45:31,asabeneh,day 17 has been added,False
60e219504cd1c383c08fa5ab5086674268666d71,2020-10-17 09:44:44,asabeneh,day 17 has been added,False
065929ee50181455a1a6eb69ddb1b14da35990bd,2020-10-17 09:40:23,asabeneh,day 17 has been added,False
2df2d25cb48a5c7514fa6134d24219f3838102a0,2020-10-16 05:25:33,asabeneh,Day_16 has been added,False
479667a74c0b47109957b4b59f6141a517ccbd22,2020-10-16 05:08:06,asabeneh,Day_16 has been added,False
0fd4349292386005f02d62632f2ee4586d947f5c,2020-10-16 05:06:02,asabeneh,Day_16 has been added,False
ad6b501b61029fab9786cc5dbeaae677bbaf7cfb,2020-10-16 05:04:34,asabeneh,Day_16 has been added,False
384a2709370008b13f66905db5881fcb58670b26,2020-10-15 07:26:50,asabeneh,Day_15 has been added,False
3b4e26e89b6ea0f7f7a627200c5246a5b1684a25,2020-10-14 06:30:50,asabeneh,Day_14 has been added,False
d61d1804696b16d2680c12c76b81acad65bce55a,2020-10-14 06:25:17,asabeneh,Day_14 has been added,False
d9c02070ca50d98963ae464c7b182df92957637b,2020-10-14 06:22:35,asabeneh,Day_14 has been added,False
0c3ec83374a6e2da4044b4864d54a0cb2edf3db7,2020-10-13 14:29:42,asabeneh,minor fixes,False
3f444666e423bc0aaf1fa272dff5b210521a8f8e,2020-10-13 09:52:39,asabeneh,polishing,False
626a9758e358d2bc32c8cbf1d43a6bbe61710c5e,2020-10-13 09:45:13,asabeneh,polishing,False
52fa2446a94ee01e848569ee8ab967b443a4ef40,2020-10-13 09:35:06,asabeneh,polishing,False
41d102e45d3a15d7141bca9fa74a08bb0c09d348,2020-10-13 09:11:49,asabeneh,polishing,False
c9bfd99d6b152543c3c94885f93d431bf2c92991,2020-10-13 09:09:04,asabeneh,polishing,False
e25416d7f14be98c35df31a2f9d789689e699bae,2020-10-13 09:06:59,asabeneh,polishing,False
6a40359e2c1ac299a46441264dbad14f1958759a,2020-10-13 06:17:32,asabeneh,Day_13 has been published,False
0a9fba84ed71d2a19f9ae9e41365d765d2325fd3,2020-10-13 05:58:10,asabeneh,Day_13 has been published,False
f49f726b8d75e564a98741e718cc33f755573212,2020-10-13 05:56:07,asabeneh,Day_13 has been published,False
784189078b6906e725930c43c89656adfe31becc,2020-10-13 04:26:30,asabeneh,day_12 has been cleaned,False
97eb6f9febc180efb94ade2bb695b8a36727ce5a,2020-10-13 04:23:50,asabeneh,day_12 has been cleaned,False
f01e6963776ec2c149ee81127b1510fab957a4c8,2020-10-13 03:30:28,asabeneh,day_12 has been cleaned,False
8918cb7e75e0ea5d0278661b57ba6e8c0cc5a4bb,2020-10-12 04:32:28,Asabeneh,Day_12 has been added,False
a538ce7c2dcf21c04c694bdbc90fe70bd946218f,2020-10-12 04:01:59,Asabeneh,Day_12 has been added,False
1e26e7f0436778876011df9acb0454e1252a7a48,2020-10-12 03:50:28,Asabeneh,Day_12 has been added,False
92e3e69e4f570926616d807a36647718d109d458,2020-10-11 23:07:14,Asabeneh,telegram vote has been added,False
072fe0e0df45d5351f83c07013462242381fe796,2020-10-11 23:04:07,Asabeneh,telegram vote has been added,False
5df63844a566f61356178581ab3ea668b93715db,2020-10-11 08:26:01,Asabeneh,exercises added to day 11,False
06a583224eeb274e45d8c34bedd6b4a562fe4be3,2020-10-11 07:20:23,Asabeneh,Day_11 has been published,False
56cba79a9796c4832b0c09fd4270409986e09782,2020-10-11 02:22:15,Asabeneh,some cleaning,False
840374d41af0d4ab8cbe1abb7fff0898ae159434,2020-10-11 02:20:45,Asabeneh,some cleaning,False
ff017a38caa65779d47dbd190035f9020045a158,2020-10-11 02:18:58,Asabeneh,some cleaning,False
9ede1e973baaca6ea360a215f1204b871f5ba684,2020-10-10 20:28:56,Asabeneh,minor changes,False
55f015654bc6be0f1f559e75f8821496c790d1cc,2020-10-10 20:12:17,Asabeneh,"Merge pull request #53 from momin-riyadh/review

Review",True
33f229be5663559d254fb245d86fbff4a43270e2,2020-10-10 19:18:26,momin-riyadh,duplicate property in CSS styles in JavaScript Object,False
b5a795e698c326f5d9151ef29a5fe563ab43b94d,2020-10-10 18:27:08,momin-riyadh,Merge branch 'master' of https://github.com/Asabeneh/30-Days-Of-React into review,True
77ed7aa9612ef691b3a17b251dce2c3279c7d623,2020-10-10 07:40:59,Asabeneh,Day_10 has been published,False
ba2da20c2dc62b6754299cc1cbf7f3758a32b2e2,2020-10-10 07:26:37,Asabeneh,Day_10 has been published,False
69f965097b473750627046c0762a0bffd834fa7b,2020-10-10 04:46:24,Asabeneh,"Merge pull request #51 from sandeep1201/minorChanges

Minor changes",True
949e393e30781dc9e4effddae0cb534cde179ba3,2020-10-10 04:23:07,Sandeep Reddy,reverting some changes to make the use of word props consistent,False
5cfcdeedb85d9ff703fda86a547f32f14a83af01,2020-10-10 04:03:54,Sandeep Reddy,Addressing some minor typos,False
45fefa915bf1ab020457e87dae07ff88428e64da,2020-10-10 03:53:35,Asabeneh,Level 2 questions has been added,False
a42d35584fbb34a18e42e937cd84d5aa8d60fb22,2020-10-10 01:41:29,Asabeneh,Level 2 questions has been added,False
063e829d868fbbc676bc69a9b99d9673450e33fe,2020-10-10 01:34:58,Asabeneh,Level 2 questions has been added,False
2e42122864a22038af3424ffa2687926907ce188,2020-10-09 19:42:06,momin-riyadh,Merge branch 'master' of https://github.com/Asabeneh/30-Days-Of-React,True
fa83c91aba3a6b4a4fbad5914c1b984f109a90e9,2020-10-09 03:49:15,Asabeneh,Day_9 has been published,False
fc36b2a400495ee3270a9ce6d73494503c46365c,2020-10-09 03:45:35,Asabeneh,Day_9 has been published,False
56f5f03913445cb4d669a9e9da141756d149f782,2020-10-09 00:08:46,Asabeneh,minor fixes,False
f69a2bcfa31240203618924a6ea685dc03cd2b77,2020-10-08 23:36:14,Asabeneh,"Merge pull request #50 from pkiczko/update_day3

'small_fixes'",True
6cd4a160a8f18bbe7cbf6d45b925d9280a9c7d65,2020-10-08 20:55:33,Pawel Kiczko,'small_fixes',False
f98ef1b7b49db589c7728e53bab3155c3280335b,2020-10-08 09:57:30,momin-riyadh,Merge branch 'master' of https://github.com/momin-riyadh/30-Days-Of-React,True
0e32f60fe5b100f35928447967d205bfcd554fc1,2020-10-08 09:56:30,Asabeneh,day_7,False
1d48771c275fc6f1486396f20c80d96959c35304,2020-10-08 09:56:26,Asabeneh,Day_7 has been published,False
ec743763744d1f67901c0bf1b5f5f9ef40a0806d,2020-10-08 09:56:21,Asabeneh,minor fixes,False
c43d9e4ba4e5a9f96716ed376d7cb5392953dada,2020-10-08 09:56:18,Asabeneh,js logo added,False
a18d29df889d3aedb5d7039b228f49067b1cadc8,2020-10-08 09:56:18,Asabeneh,exercise added to day_6,False
d0059eb1d952ecadf6a80d791e73c75b16e22249,2020-10-08 09:56:18,Asabeneh,some exercises added to day_6,False
7f5285f9ebcc1b22cc0b7cf0e437a6dd76310e5e,2020-10-08 09:56:18,Asabeneh,Day_6,False
a64939aea114ede7b9c8faacafdab4d7633b7afc,2020-10-08 09:56:17,Asabeneh,Day_6,False
0bb04517d6bd044e88fa7fb2c806f31864c3867a,2020-10-08 09:56:15,Asabeneh,day_5 has been cleaned,False
d9db01b82c7c0936cfea68aaab365fa2098f7a97,2020-10-08 09:56:13,Asabeneh,day_5 has been cleaned,False
42dcb36a6784e15469f7a6d79b869971049bd8c5,2020-10-08 09:56:13,Asabeneh,cleaning day_5,False
2332e04d94114daa96cab2a7fc392050f62250f3,2020-10-08 09:56:09,momin-riyadh,ns,False
d294a777840a8397ebbea208dc53940829ae93a6,2020-10-08 09:56:07,Asabeneh,Day_5,False
55ef2d4c1bd5d39fdef437bc70351da8bb1b9168,2020-10-08 09:56:03,Asabeneh,cleaning,False
3a38fa10c93c3f0dada9b097c1244a4746a80c3c,2020-10-08 09:55:53,Asabeneh,Day_4,False
974107a0f38162dab5e8b255a307417cc5df6f63,2020-10-08 09:54:42,Asabeneh,some changes,False
3bfc934d2539f6033941d6582fba2352227957b1,2020-10-08 09:54:39,Asabeneh,Day_3,False
3d78df89ce26451533f1298d534ea790f413137c,2020-10-08 09:54:26,Asabeneh,some fixes,False
a982d6ac928545b7bf2e36d03e759681b52fc339,2020-10-08 09:54:24,Asabeneh,minor changes,False
1f9c4f62f42df649d17d7210949374d62c6d12f2,2020-10-08 09:39:56,momin-riyadh,Merge branch 'master' of https://github.com/Asabeneh/30-Days-Of-React,True
8f8c6fde8f53d1aebacde3f9c7438771b9661bba,2020-10-08 06:51:55,Asabeneh,exercise added,False
79a17691b5c00402d810037302c93cf81fbf0b83,2020-10-08 05:53:42,Asabeneh,Day_8,False
62cea63568fdca6b416096ff9c5e0341bd6266f4,2020-10-08 05:37:43,Asabeneh,Day_8,False
cda769d667c9e54da42dd0529ecdf5114441ae1a,2020-10-07 18:23:04,momin-riyadh,Merge branch 'master' of https://github.com/momin-riyadh/30-Days-Of-React,True
9b37235a27db69b363d0788cf0bd68631131eea2,2020-10-07 16:56:49,momin-riyadh,Merge branch 'master' of https://github.com/momin-riyadh/30-Days-Of-React,False
e735ad7dfc1dabcbb408d7471e29e3f356874bcc,2020-10-07 16:56:49,momin-riyadh,Merge branch 'master' of https://github.com/momin-riyadh/30-Days-Of-React,True
ba722064a57253aa2957fd860349b62cf2b1545a,2020-10-07 08:21:15,momin-riyadh,Merge branch 'master' of https://github.com/Asabeneh/30-Days-Of-React,True
f2aaa252900dee3148ddd478a26f09e5962daa9c,2020-10-07 08:21:15,momin-riyadh,Merge branch 'master' of https://github.com/Asabeneh/30-Days-Of-React,True
513af2850239e9f79c62369a3abbaefe3b5e25fa,2020-10-07 06:02:48,Asabeneh,day_7,False
a8902aed403975bfa50af4756696ecaaaf62a290,2020-10-07 06:02:48,Asabeneh,day_7,False
f79c2a198dad7e44d0fa6bc17b0d2fe1292191e0,2020-10-07 06:00:17,Asabeneh,day_7,False
473662c15daddb88fee3020eb73736b916211021,2020-10-07 06:00:17,Asabeneh,day_7,False
38f2e926386c1ef1b181a70bf989298178153572,2020-10-07 05:56:41,Asabeneh,day_7,False
c8014c37f2cd7ca17cc796ef32fee90262bf7304,2020-10-07 05:56:41,Asabeneh,day_7,False
2117dd3f8db12f51b9de592cd8550c3b67431a89,2020-10-07 05:09:45,Asabeneh,day_7,False
c0884ffff8dbd8e89aae2a2db3f2dff53b4be96a,2020-10-07 05:09:45,Asabeneh,day_7,False
5d8e9c6a40ae654835b8f848bb4441c9b9a9dca9,2020-10-07 04:59:14,Asabeneh,day_7,False
27187020e7cdab10a8a53edb8bf70ce80c744b0b,2020-10-07 04:59:14,Asabeneh,day_7,False
