Hash,Date,Author,Message,IsMerge
946a3bf5c85a60504a399cca3f96a5446c2e4fa9,2016-08-28 07:06:40,John-David Dalton,Remove unneeded value guards in tests.,False
b10e6a01b2e9d81bc38b5d2e3ad2fda7a9b611f0,2016-08-28 06:51:42,John-David Dalton,Add `_.memoize` cache limit.,False
e23341a118b0c4358c07992b8896771e8c1f0651,2016-08-28 05:22:46,John-David Dalton,Fix deburred long S value. [closes #2606],False
4446fb13a3af904f1cfb1d8c7b52c1e2e76850be,2016-08-28 04:16:40,John-David Dalton,Change postfix increment operators to prefix.,False
4dfbde7716bee0844372ac64b39e5b740f14ab85,2016-08-28 04:05:36,John-David Dalton,Add `shortOut` helper.,False
3c03d4a1f3814fded8c847bfa93762699a32b0d3,2016-08-27 23:56:42,John-David Dalton,"Add `castRest`, `flatRest`, and `overRest` helpers.",False
a0ecdfff0b3c273933807fd3cb0d4d3bb68031d5,2016-08-27 23:56:41,John-David Dalton,Minor `_.defer` doc example nit. [ci skip],False
60023a23dfa09d2c6699a9dcbc278fa3d9c76769,2016-08-27 23:14:18,John-David Dalton,Exit `concat` early if no arguments are provided.,False
e96442631cdb249b4aa5f11d0d73420ac17e931f,2016-08-27 21:47:45,John-David Dalton,Scope markdown-doctest to the doc folder.,False
94750bfa3c8a8d58686a5c2525f6975a6df9ca15,2016-08-27 21:24:37,John-David Dalton,Use ES6 in lib files.,False
5cc02555d034ccc00b7f9f66a1a9f9840098050f,2016-08-26 04:14:26,John-David Dalton,Update Chrome and Firefox in sauce.,False
6e2f7e2f38e7ec2769efd60c0c09b8d063756606,2016-08-25 19:59:29,John-David Dalton,Update glob to 7.0.6.,False
de92cc32e6473c5eca9497338797826109dfa113,2016-08-25 19:30:40,John-David Dalton,Add `__proto__` guards to more methods.,False
e97205409d03de4e037a9ac4912d6b296afce49f,2016-08-24 20:52:27,John-David Dalton,Make the readme mimic the homepage more. [ci skip],False
091d8e3dbfdebdc5dd71e28ed9fffefacc1990b4,2016-08-24 05:34:03,Zakaria Ridouh,add npm install guide (#2592),False
171ca53c29470c2f49add21a805410bf7ca146b0,2016-08-24 00:56:44,John-David Dalton,Split `defineProperty` to `nativeDefineProperty`.,False
5be61796d94fc9143a07545e246632fa6c2c12c2,2016-08-23 11:54:10,John-David Dalton,Use quotes instead of backticks.,False
1aee1c6cb8e024323b0535410b41e536df0bdd9d,2016-08-23 11:39:41,John-David Dalton,Fix IE11 test fail.,False
343f48b08c130abc88f6faf8fc7a907a1b56dbef,2016-08-22 23:36:02,John-David Dalton,Ensure `__proto__` is treated as a regular key in assignments. [closes #2591],False
358ecfd2ebd867bb36112559995de417ac63fb4d,2016-08-22 23:26:07,John-David Dalton,Add `writable` descriptor to `setToString`.,False
8066ad7e651c555c468e209c698654f861b0e75e,2016-08-22 12:39:05,John-David Dalton,Rename bash to shell. [ci skip],False
7ae0d0099d21c049e56eeb8c54e3561ef4255ff0,2016-08-22 12:28:28,John-David Dalton,Reduce highlights class names.,False
2e4fc41c9bf22815a08c3e17ea1ebc0a7ca449ac,2016-08-22 09:34:37,John-David Dalton,Update marky-markdown to 8.1.0.,False
71247ff5562761c19da1aea7ef3c927d419d5e06,2016-08-22 07:37:06,Greenkeeper,Update deps.,False
5ef163f1434e333c584404a57852b1d3e6fc1f58,2016-08-22 07:36:24,John-David Dalton,Drop lesser used or soon to be unsupported Node.js versions from travis.,False
510cbfaa3fa61430dd592ff0957436f9ab0433fe,2016-08-18 23:15:08,John-David Dalton,Cleanup fp test labels.,False
bd3fcab9c0262be3a3928a00cd139c67a475863f,2016-08-18 23:15:08,John-David Dalton,Add `fp.rangeStep` and `fp.rangeStepRight`. [closes #2584],False
9841e6aa4c1b7e54c35a04ba621406892c332a60,2016-08-18 00:34:07,John-David Dalton,Use `cacheHas` in `equalArrays`.,False
1bf125eebd899c52b311902cc89867e1fd3c6830,2016-08-18 00:34:06,John-David Dalton,Add `strictIndexOf` and `strictLastIndexOf` helpers.,False
f9936b8b5489e3aea8fbdee45ba3e096a3994b57,2016-08-18 00:34:06,John-David Dalton,Add `setToString` helper.,False
d11aa6de06f3f513230910d29c6c7ce3f4fa4bfc,2016-08-18 00:34:06,John-David Dalton,Update `_.sortBy` doc example with preferred usage. [ci skip],False
1c4fccc0fda6260d3235b0236a9afe5d44b54e2f,2016-08-18 00:34:06,John-David Dalton,Remove Edge note since it’s covered by the IE 11 note. [ci skip],False
aa0323f04d027d2ff0451bacdc04449922632879,2016-08-18 00:34:06,John-David Dalton,Update Node.js compat comment. [ci skip],False
2916e9dd11e0020a283c8b6d959bba433a5f7c5e,2016-08-14 02:47:41,John-David Dalton,Remove `nonEnumShadows`.,False
6958d7abd4c57921baac3fde2ecfa74c1428b89c,2016-08-14 02:43:46,John-David Dalton,Newline nits. [ci skip],False
9e661cb8586839661cb9708c101150dfab1dbfef,2016-08-14 02:43:34,John-David Dalton,Excuse more Underscore tests.,False
a972026c679f6dd36d0763b14d78f373c110b7b9,2016-08-14 02:22:20,John-David Dalton,Drop Node 0.10 testing in travis.,False
2b1bda7418994ac3853e9290646a269817d0ba48,2016-08-14 02:20:21,John-David Dalton,Remove old Chrome and Firefox fixes.,False
a6a3f3ed80f9bb084db27b04a12015e8a8e1eab0,2016-08-14 01:59:41,John-David Dalton,Remove `isHostObject` helper.,False
5cca51e978b01b9353a900039348182a9d62b755,2016-08-14 01:59:41,John-David Dalton,Remove escaping backticks.,False
7c971587dc2a5de62553cdf9f45f51a90e2527b7,2016-08-14 01:59:41,John-David Dalton,Increment package version to enable ci tests.,False
40a13d4b86a14fd0fad9dca3167c5326a578e533,2016-08-12 19:50:51,John-David Dalton,Bump to v4.15.0.,False
a0971d016dc17d57dc4eb033862e601548b77a1c,2016-08-12 11:39:09,John-David Dalton,Rebuild lodash and docs.,False
410e9e3eb891db0846b09b04b5f8c4aafc4cbd7d,2016-08-12 11:35:31,John-David Dalton,Update `_.deburr` tests.,False
37813c3826232c9a33d86e7bb8464d1da4559654,2016-08-12 11:35:28,John-David Dalton,Add `_.negate` test for accepting multiple arguments.,False
e00c24366207c61af9732fa517fbfa1d6cecac9f,2016-08-12 11:35:27,John-David Dalton,Update bug comments. [ci skip],False
f504f5aac57f7b3f863451ec74317ad86712744c,2016-08-11 12:21:13,John-David Dalton,Minor comment nit. [ci skip],False
0b63f2c259b51eddf2bd9e15221bdb1205c1bc1b,2016-08-11 11:48:15,John-David Dalton,Implement `reAsciiWord` by a negated character class to match more when unicode is dropped.,False
14fb27ce77774ba08112aa8705a151f968e8781a,2016-08-11 07:14:46,John-David Dalton,Update `_.debounce` test to hit code branch.,False
7da7d7b7e03f01c6135d59483bc2ce46c212db19,2016-08-11 07:14:21,John-David Dalton,Update ecstatic to 2.1.0.,False
907add6acc1f5cba2ecddf78fb403f427e2484ff,2016-08-11 01:21:04,John-David Dalton,Have travis cache the npm cache instead of node_modules.,False
f110e3ddcdbf27ebc6e7e67c834f7f619fa794b4,2016-08-11 01:21:04,John-David Dalton,Add Latin Extended-A support to comments/docs. [ci skip],False
ed206e5611494ef0a34f70d3f9f160ceed369c42,2016-08-11 01:20:57,John-David Dalton,Added latin extended-a block support to `_.deburr`. [closes #2511],False
e4d8af175bec9e469256b59001832c74665f999f,2016-08-10 08:45:51,John-David Dalton,Remove `String` reference.,False
ba7ddc8cdc1cc822b60835ca4617ffee6927a3b6,2016-08-10 06:48:45,John-David Dalton,Minor format nit. [ci skip],False
389f5790a7987a0ade9f0d5367fcf859400e6ab6,2016-08-10 06:47:59,John-David Dalton,Remove `npm update —dev` from travis.,False
6071982dd9b645cb66fda98f3813ec2b90489e7a,2016-08-10 06:38:20,John-David Dalton,Rework ascii and unicode helpers.,False
f71c0bd4c342bc80d068d0dcd68b29f0421ef91f,2016-08-10 00:52:47,Greenkeeper,Update ecstatic to 2.0.0.,False
50b45d013a9edc9752c22e98a03874d28ca2acea,2016-08-09 20:19:17,John-David Dalton,Fix typo in FP doc template. [ci skip],False
93a047e77c72c99291fb9a71b33b4a886f5ba3fe,2016-08-09 12:31:22,John-David Dalton,Remove chatty npm update from lodash-cli in travis.,False
a3bf0e8888d1ddc92d1c97ef1afe04957c48b328,2016-08-09 12:09:02,John-David Dalton,Simplify `_.size`.,False
d8fa2f3e89f51016d59e80f17d6a95b90d7ee507,2016-08-09 09:17:21,John-David Dalton,Fix safari test.,False
e361c5a5b3a5580385c93ce9aebb392461a6250f,2016-08-09 07:28:46,John-David Dalton,Preserve lodash-cli node_modules in travis.,False
3ef032cbaf4d94d0f6594c5359e6fb004e120fa3,2016-08-09 05:44:12,John-David Dalton,Add npm prune and update to travis.,False
36cf5a7ff36625175ff386e1c6163cd38b8b7a5c,2016-08-09 05:08:56,John-David Dalton,Remove `_.isFunction` use from `_.toNumber`.,False
6d930d6920feb0fe118c1f6a9f99e8f1657779d2,2016-08-09 05:08:51,John-David Dalton,Simplify `_.isEmpty`.,False
f676a8c9c18f8cc2224f93fa4e054c7e5da8938d,2016-08-09 04:22:44,John-David Dalton,Increment package version to enable ci tests.,False
941ffee2d3bb00e56e20679bd4f005535561af39,2016-08-08 10:16:32,John-David Dalton,Bump to v4.14.2.,False
0a71f3372f0e0787967b7d9d5d1c5bc29d49a5a5,2016-08-08 09:26:55,John-David Dalton,Rebuild lodash and docs.,False
f817f68487691d35585c0aa4c839078b39c4409f,2016-08-08 04:37:06,John-David Dalton,Update docdown to 0.7.1.,False
826975f392c7a037b23ed637f48c4c221890e8c5,2016-08-08 03:10:28,John-David Dalton,Add trailing newline to generated docs.,False
5f244d3c311e6bddf0002800d39944b871b80e62,2016-08-08 02:44:23,John-David Dalton,Remove em elements from code blocks.,False
71be34859fee146ca8f45641ab03b908a6e83670,2016-08-08 02:25:38,John-David Dalton,Wrap doc site in raw tags.,False
f9a4705c9cc4f15b65378ccd97cf15f49c20326c,2016-08-07 11:31:52,John-David Dalton,Add node_modules to travis cache.,False
a546842792c99324cad85108e9188e1e4182b9c6,2016-08-07 09:08:08,John-David Dalton,Upgrade travis to phantom.js v2.,False
ba86e201795a1b83fc0b4320b99c335a83c56f97,2016-08-07 08:38:43,John-David Dalton,Fix IE 9 test fails.,False
b32fc6f6e6be692b6534a3772ac9cdaa519d88bb,2016-08-07 05:45:54,John-David Dalton,Minor function/method nit. [ci skip],False
1f13a346874ae3f60411741ff38f1e447b128da1,2016-08-07 05:37:45,John-David Dalton,Add `nativeKeysIn` and cleanup object coercion.,False
f212b4850de1d1c4d293e4545b051a3d626c6956,2016-08-05 10:24:03,John-David Dalton,Update links to ecma-262/7.0. [ci skip],False
1b4555afb66bfa097b7c759648115fbce038b274,2016-08-05 10:23:55,John-David Dalton,Restructure keys methods.,False
358013c67ed72beef966285ca7641c294a2163ad,2016-08-04 22:10:01,John-David Dalton,Cleanup `overArg` description. [ci skip],False
a98667ca05ee83a6a38c4b030daa89be7f14183d,2016-08-04 10:36:03,John-David Dalton,Remove old JIT and engine bug guards.,False
02e9f4c3339b36040036a557b891bcd02671e9d3,2016-08-04 10:12:52,John-David Dalton,Simplify `_.isEmpty`.,False
d7951db01bf925c07c38d9731b65eb35ffeec104,2016-08-04 05:52:20,John-David Dalton,Fix test fail in es builds.,False
21fba2df9f0c491c4cee189b538054c3d0e4ee5a,2016-08-04 01:34:10,John-David Dalton,Reduce deps of `_.initial` and `_.tail`.,False
a4947139a6ca791c9758a5a52afce2b90e2f0e22,2016-08-03 23:18:22,John-David Dalton,Overwrite primitives in paths of set methods. [closes #2558],False
c01e7580cd39617f3c57690942efeccc09597da8,2016-08-03 21:04:40,John-David Dalton,Avoid error in Edge accessing `localStorage` when loading tests via the file: protocol.,False
8b4f22ed753ff91d3ee2a815eff9dcd8cce5f122,2016-08-03 00:37:06,John-David Dalton,Update marky-markdown wrapping fix.,False
669b76bf99716cd9ce25f3556b43a6ab0150ce92,2016-08-02 12:46:07,John-David Dalton,Update marky-markdown.,False
efee02ace7f4850d88b02bf25ec9db44a411417d,2016-08-02 08:50:31,Greenkeeper,Update docdown to 0.7.0.,False
cd8adf5611ae64e384f3c17e1c346799449c06cc,2016-08-02 05:58:22,John-David Dalton,Minor doc formatting nits. [ci skip],False
d216106b88ceab200d9c422bc24a1b5d4d605b24,2016-08-02 05:55:16,John-David Dalton,Add private tag to unexposed functions. [ci skip],False
6dd8fb12ad23bff70c08bb40ffeaf7ca75617468,2016-08-02 05:25:12,John-David Dalton,Ensure `fp.nthArg` returns a curried function.,False
a4999575d07e2cee802ffca60ffcb1e39ec6299f,2016-08-02 03:09:37,John-David Dalton,Cleanup npm link creation.,False
fcaff8ff288bafc0d6e67297085b72ae490c7dd0,2016-08-01 21:23:30,John-David Dalton,Update timeout related doc type tags. [closes #2553] [ci skip],False
cf0b3e3212d27759d5857e09848979f31bc8ea1c,2016-08-01 10:46:11,John-David Dalton,Update docdown options.,False
bccb4150fd64cfdc382ff1d10ae39e225fff2f60,2016-08-01 05:02:55,John-David Dalton,Add `_.every` doc note on matching empty collections. [ci skip],False
9a297b0eb53058e1905b66372a1ef162b2963a61,2016-08-01 05:02:08,John-David Dalton,Cleanup partial comparison notes. [ci skip],False
9c4baf7645f67544eec27849e2a75306f733b939,2016-07-31 13:24:48,Dan J Miller,"Clarify how comparison with empty sources is handled by _.matches, _.isMatch and _.matchesProperty. (#2548)",False
73b2f2050960b7a1ae234ed8eada3f4ffc8bf715,2016-07-31 12:18:17,John-David Dalton,Use lodash-doc-globals.,False
642690e6926f753d5fdc58ae1a8d384ba851beed,2016-07-31 00:40:46,John-David Dalton,Fix failing amd test.,False
1468c74c369ce5e36328bff07e170a9ce1d146ea,2016-07-31 00:40:46,John-David Dalton,"Make doubley sure `Date.now`, `clearTimeout`, and `setTimeout` are mockable.",False
0bfa1ec2d0e274af90836bf0d4875bbbdac28df1,2016-07-31 00:40:46,Greenkeeper,Update lodash to 4.14.1.,False
7c74464d7ae222820fb35068a59a3b07d1765dcd,2016-07-31 00:40:46,John-David Dalton,Remove prepublish hook because we don’ publish this branch. [ci skip],False
de051ac1ac11462931df1dcb077405331b39faeb,2016-07-31 00:40:46,John-David Dalton,Increment package version to enable ci tests.,False
ba0c4c413db5e0a06b952528d9ce24fb6014e298,2016-07-29 13:10:38,John-David Dalton,Bump to v4.14.1.,False
7e6f5ef4f561bbf2f5f6f81bf40d025706ce6065,2016-07-29 13:10:38,John-David Dalton,Rebuild lodash and docs.,False
712eeb009f494a8dbf358ed106d951de3cc4e505,2016-07-29 13:10:38,John-David Dalton,Add missing semicolon. [ci skip],False
b54e28deb7612ba3f670aaf85579f57ce37ba514,2016-07-29 11:42:53,Johannes Scharlach,Prevent failing circular reference detection. (#2543),False
1f44cebac3ab9f3b6f793833afd9e3a96af7b962,2016-07-29 11:42:53,John-David Dalton,Update coveralls to 2.11.12.,False
9c05e8392b0f17d00216f582c39db9c6a736e605,2016-07-29 11:42:53,John-David Dalton,Add `stack.delete` for `other` in `equalArrays` and `equalObjects`.,False
9a67fec48a3ac76659ae0749bad11dc423abc389,2016-07-29 11:42:53,John-David Dalton,Remove `stack.delete` from `baseMergeDeep`.,False
1966ac79790d2448284363ffaf2b9c33f25587b3,2016-07-29 11:42:53,John-David Dalton,Prevent failed circular reference detection in `_.defaultsDeep`. [closes #2537],False
8b624217c553c94fd4f3ba3f43387a79079b9e2a,2016-07-29 11:42:53,John-David Dalton,Cleanup `_.debounce` and `_.throttle` docs. [ci skip],False
40499af9b9ced8f404e8c5e06ed8e6bfa1757334,2016-07-29 11:42:53,John-David Dalton,Fix `freeModule` typo.,False
b3bd359a0ddcb43e89f309955e748f2a3c60f8d0,2016-07-29 11:42:52,John-David Dalton,Use `stubArray` for easier readability.,False
de07e3f87432d227d00b1c4a40d714aa6b09e8fe,2016-07-29 11:42:52,John-David Dalton,Add keys methods tests for array-like values.,False
c7e8953b68a88aa2e9cfb2587d31f4a69cffc920,2016-07-29 11:42:52,John-David Dalton,Cleanup array-like tests.,False
80e7fe4bf9314d69995125060a08bbcbdb74d21a,2016-07-29 11:42:52,John-David Dalton,Remove `freeGlobal` prerequisite for `freeExports`. [closes #2527],False
2bc199d7fca00f99c3be41e2d47fd5d847a5d2d8,2016-07-29 11:42:52,John-David Dalton,Move method equivalence notes. [ci skip],False
9b710d8e81fb2921e22cfd8448c77cfa858f9c72,2016-07-29 11:42:52,John-David Dalton,Use `_.toFinite` in random and range methods.,False
cc6a0ee98d0b84b6afd3c406cb41820774ec645e,2016-07-29 11:42:52,John-David Dalton,Minor .gitignore cleanup.,False
c9492d79a102447743c9872afe5e95912d43e821,2016-07-29 11:42:52,Brad Buchanan,"Document behavior of _.debounce when wait is 0 (#2530)

Clarify that when `leading` is false a debounced method with `wait=0` will not invoke immediately, but on the next tick (like `setTimeout`), but when `leading` is true the invocation will be immediate.",False
94c4719c0df24c45f1f45980ff80b2965ca5039e,2016-07-29 11:42:51,Brad Buchanan,"Fix missing semicolon (#2529)

I started on a documentation change but `npm run validate` after my initial pull revealed this linting error:

```
> jscs lodash.js

requireSemicolons: Missing semicolon after statement at lodash.js :
  5864 |    function isFlattenable(value) {
  5865 |      return isArray(value) || isArguments(value) ||
  5866 |        !!(spreadableSymbol && value && value[spreadableSymbol])
-----------------------------------------------------------------------^
  5867 |    }
  5868 |
```",False
c253e8d7b83e97d97a3b4103bfaf0308b2e3ceb9,2016-07-29 11:42:51,John-David Dalton,Ensure paths with consecutive empty brackets or dots are parsed correctly.,False
98f12fb8e1f1c157bdc7d14e605397373871d741,2016-07-29 11:42:51,John-David Dalton,Update qunitjs to 2.0.1.,False
e05a40bb16f2b75aaabc5c4a2714578f064ffc3d,2016-07-29 11:42:51,John-David Dalton,Bump to v4.14.0.,False
c73bb67486c8fb4aea3579de03f33394b5169265,2016-07-29 11:42:40,John-David Dalton,Rebuild lodash and docs.,False
3ad0cbc86dd4c8aa71386fa83fdbb2755f10512f,2016-07-24 21:08:09,John-David Dalton,Minor `_.includes` test cleanup.,False
6402af7db9b952b24f3099c2b59832dd19541cfd,2016-07-24 21:08:09,John-David Dalton,Use `String#slice` instead of `String#indexOf` for `_.endsWith` and `_.startsWith`.,False
6a41a79ded0158f8c5f5afe5f0c873d445a14a1d,2016-07-24 12:03:30,John-David Dalton,Move switch optimization to `negate`.,False
fbd9a804a917a79047237b19008e27a35caf560b,2016-07-24 10:41:34,John-David Dalton,Use `negate` in `reject`.,False
694e1175a1f2e4e4496c4b23ff21392c54b9ece8,2016-07-24 10:41:34,John-David Dalton,Remove arity hint from lazy `reject`.,False
80dbd4cbfab6a800668602b955eaa98de9b691c2,2016-07-24 10:41:34,John-David Dalton,Add `props` param to `basePickBy`.,False
d459f4ac7c7d0a3deacd794f9ea52deaf69c9cce,2016-07-24 10:41:34,John-David Dalton,Add more arity hints.,False
2c5c4bfbea68611eaec87d55fc35666d162ec0b3,2016-07-23 09:36:15,John-David Dalton,Remove switch statement from `baseRest`.,False
a1a68bb5d757048b02bbfe0ddec872cf169ba143,2016-07-23 07:21:57,John-David Dalton,Update async to 2.0.1 and request to 2.74.0.,False
984a10c1b1e51f112b4cc7e6548b9c1adfe5f80d,2016-07-23 07:21:57,John-David Dalton,Add `isConcatSpreadable` to flatten methods.,False
3c4c06cb5e848b4d07efba33472f94160aee0de9,2016-07-21 21:09:58,John-David Dalton,Update benchmark.js to 2.1.1.,False
8d28a5ca3f4fe7368459dd89f393243de377869d,2016-07-20 06:28:58,John-David Dalton,Minor var palcement nit.,False
801c4a56c32f1c76c2e9c58bdac2ed4853beef81,2016-07-20 06:28:26,John-David Dalton,Remove old browser `addListener` helper.,False
ea000e6ce7891279c345b8e5fadf024f9971b8c6,2016-07-20 06:28:26,John-David Dalton,Style nit in sauce helper.,False
6723cdfa07d1e886531bf3e7f80dc4f26c1362c2,2016-07-18 23:59:43,John-David Dalton,Update tested firefox version in sauce.,False
2cf10711f56d7042d13ec1182b256f166f0772fc,2016-07-18 21:31:25,John-David Dalton,Remove toc links from site.,False
bde171e94767dcde1a3ca390619867d69a2c7344,2016-07-18 21:31:25,John-David Dalton,Update doc options.,False
2696615523c50efd923b826a660f0d098700e2cd,2016-07-18 21:31:13,John-David Dalton,Update docdown to 0.6.1 and jscs to 3.0.7.,False
f98028d1d81cb29ce182064c708560b3a0b6d5ff,2016-07-18 10:03:41,John-David Dalton,Cleanup doc notes. [ci skip],False
97475fc365c59decd0727052e7574b32b841d707,2016-07-18 08:40:01,John-David Dalton,Remove `checkGlobal` helper.,False
ea7aa52ea389292a53ea2181e5c48cf6dac46b32,2016-07-18 08:40:01,John-David Dalton,Cleanup “coerce arguments” bits of function descriptions.,False
ec4ae5978beef70660cdf95f41a2015625475391,2016-07-18 08:40:01,John-David Dalton,Add `baseRest`.,False
90d73143e198419473d733e671e6e56bc0995103,2016-07-18 08:40:01,Samuel Greene,Don't rearg zipObjectDeep (#2503),False
249f0cd72c50d67697a27d79423c28e07f50d521,2016-07-18 08:40:01,John-David Dalton,Add `_.isEqual` test for transitive equivalence.,False
232cc1ab3401997844a30ab450ad74a9a06d971b,2016-07-18 08:40:01,John-David Dalton,Minor comment typo. [ci skip],False
2cea31cb1b790f4f0ae314841bb888eaf6294c16,2016-07-18 08:40:01,Greenkeeper,Update async to version 2.0.0 and coveralls to 2.11.11.,False
02c4d60861570f082e13b4494576b665591929b6,2016-07-18 08:40:01,John-David Dalton,Remove `thisGlobal` use.,False
8c9073308ae281d4583bf980d17b209fe508eb5d,2016-07-18 08:40:01,John-David Dalton,Add back excused Underscore `isSet` test for IE11.,False
8cb54556715cf3b1d4d532138422959df160cd90,2016-07-18 08:40:00,John-David Dalton,Add `fp.zipAll`.,False
8bc44e3bffbfff00bbc0b3173b2fa1f4fe3c1b39,2016-07-18 08:40:00,John-David Dalton,Update qunit-extras to 2.1.0.,False
73f84baaecc1bb76885c3cb7d52e12b0ab81bb69,2016-07-18 08:40:00,John-David Dalton,Add more excused underscore debounce tests.,False
d3acace1c4dc48cb5ba067ecc9e683b429d02e33,2016-07-18 08:40:00,John-David Dalton,Update uglify options to disable negate_iffe.,False
7f3539d001acc02ec97c395435cfd6758f256fd6,2016-07-18 08:40:00,Greenkeeper,Update request to 2.73.0.,False
3ef19f1ab1a3bcf3ddce83da77629d25d2cc4682,2016-07-18 08:40:00,John-David Dalton,Add lodash-webpack-plugin reference to readme. [ci skip],False
749b2db84654b6982f3bbc263548c95badbaa6c3,2016-07-18 08:40:00,John-David Dalton,"Update jquery to 3.1.0 and marky-markdown to 7.0.2.

chore(package): update jquery to version 3.1.0 (#2483)

https://greenkeeper.io/",False
a3e99b5d89b2556cd2814a22916b1e29dd5d4fd0,2016-07-18 08:40:00,John-David Dalton,Use optional-dev-dependency.,False
dbbb3fbb5596b4da4b8304878e54ab5a261fe3e5,2016-07-18 08:40:00,John-David Dalton,Add comments and cleanup build-site.js.,False
6eeac45d23ea1197123b78733e562fd5d0f9e652,2016-07-18 08:40:00,John-David Dalton,Update vendors.,False
5669cc0a0b26d0f3a628b7b5638e940ad489db47,2016-07-18 08:39:59,John-David Dalton,Remove hrs.,False
d986901a1cf6c2eb9b54c66e8f6ce0b0aa9ef137,2016-07-18 08:39:59,John-David Dalton,Narrow header anchor selector.,False
5394bbf06aef17d5d9bff84be4babd764bb4fa59,2016-07-18 08:39:59,John-David Dalton,Make newline formatting explicit.,False
d7b2f922b5805cfbadee26f047c91a1d333a3af9,2016-07-18 08:39:59,John-David Dalton,"Remove ""v"" prefix from version.",False
9ab55443eba8943153abde6e3024f917d84839c4,2016-07-18 08:39:59,John-David Dalton,Fix `_.isEqualWith` and `_.isMatchWith` test fails.,False
67c7a43e6f9461a14b2258a0000013c46b707a56,2016-07-18 08:39:59,John-David Dalton,Move marky-markdown to an optional dep.,False
26a4bfb838e70742ca6ee1954b2f16ae82738d8f,2016-07-18 08:39:59,Alex Wachira,"Make ""lodash/fp"" doc link point to untagged branch. [ci skip]",False
e7a16b2e642c5c7bbb0bd6de79e2185910782ad3,2016-07-18 08:39:45,John-David Dalton,"Make ""Contributing"" doc link point to untagged branch. [ci skip]",False
a5612ed668601a18f5c4f1a4d68fe248150dfe0a,2016-07-18 08:39:03,John-David Dalton,Update uglify-js to 2.7.0 and jscs to 3.0.6.,False
f55d15692baf96820f0c1742d67df41aeaba05cc,2016-07-18 08:38:13,John-David Dalton,Remove more markymark meta data.,False
107994859b3854f9aeb7fbe15c80de8fa12a9921,2016-07-18 08:38:13,John-David Dalton,Remove markymark links from h4s.,False
a8d368906128c6509dd4ac7362221a81c4a31bbf,2016-07-18 08:38:12,John-David Dalton,Ensure `_.isEqual` works more consistently with circular references.,False
4fb4ec5328c2e1e54f58c00bc825e6c1ec3b1878,2016-07-18 08:38:12,Y-Less,"Links to creation equivalents for in-place modification functions. (#2468)

See issue #2467",False
9bc851965648ae7d1e0ce3129d72d8a15b7eb508,2016-07-18 08:38:12,John-David Dalton,Cleanup build-site script.,False
af36d2d8e55ad16f69608cf55bb902b5f90a0ce4,2016-07-18 08:38:12,Benjamin Tan,Ensure proper tags are generated. (#2465),False
6b0069f10f322c1a5cfeccbd127d59b509c5bd29,2016-07-18 08:38:12,Zack Hall,Add doc-site build script (#2461),False
a64b6293335cd7e26eb49e87697d2532a7013db5,2016-06-30 01:01:07,John-David Dalton,Combine `_.isMatch` and `_.matches` tests.,False
fc4cc977edc71855ad194f4f4004286bbfa8a9fb,2016-06-30 01:01:07,John-David Dalton,Remove backticks from package name.,False
7483520c8c2e95ac97cc36bf1ed6fdf3262967b8,2016-06-30 01:01:07,John-David Dalton,Cleanup .gitignore.,False
5d18fb8c70236e5c561cbeb71623f4820292f9cd,2016-06-30 01:01:07,John-David Dalton,Simplify uglify options.,False
1163bfac5cfad6aed9f6a8eeb50664ff09bc534e,2016-06-30 01:01:07,John-David Dalton,Add `_.conformsTo` tests.,False
d643bbd7e4b7bf2b66668d332a344619ffa17736,2016-06-26 22:25:47,John-David Dalton,Add `conformsTo` to `lodash` doc block. [ci skip],False
32158935f84f6d523886396ca8f4b3aa940c1c3c,2016-06-25 08:11:01,Dan J Miller,Change second param of `_.invokeMap` as `path` in docs. [ci skip],False
50bf1ea7842799553e7337ae4ddf2f7349b20e2c,2016-06-24 19:35:27,John-David Dalton,Ensure `_.first` supports shortcut fusion. [closes #2447],False
fa29123c5e32e4bd07e1a3a80a11e5331f36d4a2,2016-06-22 19:45:55,Greenkeeper,Update deps.,False
314c65281879cd94d4ff350cdf430a2977acc565,2016-06-22 19:45:45,John-David Dalton,Update Chrome versions in sauce.,False
a3dd60370e76508a105a42d3a9defdd48c295f93,2016-06-19 11:01:45,John-David Dalton,Cleanup fp tests.,False
3d82567118cbc6d0b54b018dd3fad1b5a65c0054,2016-06-19 11:01:45,John-David Dalton,Add `isEvenIndex` helper to fp tests.,False
eaac5e02c0b4fa5f862aa60837e2a6db7cc8ee04,2016-06-19 10:29:56,John-David Dalton,Add `fp.propertyOf` test.,False
3bd5703bdbc8d702201d54deea10e63283b22915,2016-06-19 10:00:38,John-David Dalton,Downgrade QUnit for Backbone test support.,False
bf80a754742c197b6c36cac3026bdb964647ab99,2016-06-19 01:19:48,John-David Dalton,Make `fp.propertyOf` and remap of `fp.get`.,False
bea701622308a2f99937aa5423df3319b14b79fd,2016-06-19 01:19:48,John-David Dalton,Make `fp.property` and alias of `fp.get`.,False
c8ff2b4612fe6540918ae3eef0ebfbd52591ddda,2016-06-19 01:19:48,John-David Dalton,Update qunit to 2.0.0.,False
6c673cd19b447026da364d872957557943618e17,2016-06-19 01:19:47,John-David Dalton,Cleanup wrapper details helpers.,False
c1ae43e04192ddf5cdd878b8cd4f2c008ce1934e,2016-06-19 01:19:38,John-David Dalton,Update glob to 7.0.4 and markdown-doctest to 0.8.0.,False
